-48.89,-49.27,1.01
-47.97,-48.41,0.99
-47.74,-48.2,0.8
-47.68,-48.17,1.01
-48.17,-48.59,0.85
-47.61,-48,1.03
-47.67,-48.21,1.02
-47.71,-48.2,1.01
-48.37,-48.75,0.95
-47.74,-48.22,1.01
-47.81,-48.32,0.99
-47.99,-48.45,1
-47.78,-48.32,0.97
-47.88,-48.36,1.01
-47.96,-48.46,0.79
-47.95,-48.41,1
-48,-48.45,1
-49.15,-49.3,0.94
-49.21,-49.36,0.7
-47.65,-48.19,1.02
-48.18402947,-48.73730668,1.08291421
-48.73679446,-49.096379,1.0263733
-49.0859414,-49.35824429,0.84208544
-48.47588673,-48.88224474,1.0544605
-48.74315742,-49.09710544,1.25014394
-48.05179874,-48.56322593,1.17162014
-52.52275275,-52.02775395,1.03178783
-49.14135975,-49.39467515,0.83742196
-48.50428298,-48.91203705,1.2639337
-48.31399989,-48.70777099,0.79977847
-48.39141408,-48.7715154,0.825351599
-49.55938446,-49.70695176,1.1110392
-47.68595785,-48.27368123,1.05793769
-48.27347483,-48.68874716,1.18724651
-49.30059982,-49.49807948,0.83147986
-49.1246676,-49.37721106,0.83027057
-48.81297432,-49.17721532,1.03211237
-52.61669711,-52.09880134,1.02638914
-48.83588755,-49.60708104,1.24515888
-51.04491137,-50.88358187,1.11658213
-48.33475275,-48.89290006,1.197728711
-48.93780917,-49.15920796,0.9358679479
-49.39069712,-49.57566352,0.8270737504
-49.48174595,-49.52834878,0.6447302482
-47.82349679,-48.27779959,0.7693526773
-49.09405411,-49.29257249,1.020825742
-49.09405411,-49.29257249,1.020825742
-48.88787994,-49.08547786,0.8744359713
-48.60460213,-48.93099964,1.018724521
-49.59576024,-49.72462169,1.165768629
-48.88787994,-49.08547786,1.020825742
-48.60460213,-48.93099964,1.020825742
-49.59576024,-49.72462169,0.8744359713
-48.88787994,-49.08547786,1.018724521
-48.60460213,-48.93099964,1.165768629
-49.59576024,-49.72462169,1.020825742
-48.33475275,-49.15920796,1.020825742
-48.93780917,-49.57566352,0.8744359713
-49.39069712,-49.52834878,1.018724521
-49.48174595,-48.27779959,1.165768629
-47.82,-48.31,1
-48.87,-49.46,1.05
-49.65,-49.85,1.24
-48.64,-49.16,1.24
-48.42,-49.1,1.17
-49.84,-50.09,1.29
-48.71,-49.37,1.16
-48.75,-49.28,1.02
-48.11,-48.75,0.83
-49.4,-49.76,0.88
-48.25,-48.75,1.32
-49.03,-49.36,0.9
-49.12,-49.43,0.9
-47.91,-48.37,0.84
-48.51,-49.19,1.36
-48.51,-48.97,1.32
-49.59,-49.75,1.27
-47.93,-48.39,0.84
-49.65,-49.86,1.24
-49.25,-49.65,0.94
-48.6348641612,-49.0425134802,1.2638925685
-49.2662138134,-49.4608687096,0.8591562222
-48.3474384067,-48.7849852975,1.2592131549
-53.9305797201,-53.1540822622,0.9566997672
-48.0118555501,-48.5308244897,1.1491024343
-48.6348641612,-49.0425134802,1.2638925685
-49.2203642324,-49.4906066531,1.2208579005
-48.6791461117,-49.0780533564,0.7845971869
-48.6303684479,-48.9179368153,1.2640191728
-48.4867676743,-49.0063823282,1.1876199582
-47.7089082565,-48.297449673,1.2356969711
-49.3005603392,-49.4408641481,0.9769898373
-48.6348641612,-49.0425134802,1.2638925685
-52.0410131884,-51.6798530545,1.0678599577
-47.7089082565,-48.297449673,1.2356969711
-48.0187678084,-48.2666686535,0.9592968208
-53.9305797201,-53.1540822622,0.9566997672
-48.6348641612,-49.0425134802,1.2638925685
-48.5668784882,-48.9780138866,1.2554065898
-48.8443417633,-49.1733617785,1.2436383599
-48.8731151404,-49.2365594816,0.8704334656
-49.5463306981,-49.7159050739,1.2454019749
-49.6484665883,-49.8464875874,1.2499189645
-48.6412881366,-49.0132268713,0.9314919995
-48.8798837238,-49.2254314556,0.8897443168
-48.5063283638,-48.9482260407,1.188978351
-48.9713291686,-49.3066664931,1.0462313869
-48.7404879052,-49.0715385397,1.1085471942
-48.4162403331,-48.8276636161,1.2937483534
-48.869585711,-49.2295773399,1.1073257138
-49.2349838061,-49.5438497108,1.1227674605
-49.6611510749,-49.8853693763,1.2636949484
-49.4458663177,-49.6225457895,1.1370140106
-48.2815684853,-49.2423154541,1.1445217283
-48.826919265,-49.2000652989,1.2422396416
-47.7856238694,-48.3987511449,1.3011387936
-49.0925869509,-49.4371644183,1.2915760141
-49.952926858,-50.092193592,1.2389484613
-49.2517489903,-49.4537781576,1.2311624235
-48.5569457939,-48.9401197118,1.2250861853
-48.6817717678,-49.0228229068,1.2311811993
-48.7153521705,-49.0390741816,1.2142380522
-48.677723111,-48.8657075498,0.8214734741
-49.5933208915,-49.5874356589,0.6924616138
-47.688745706,-48.1913369761,0.6527511871
-48.0131152872,-48.3702966978,0.7744077522
-49.356148972,-49.4394796247,0.7310737138
-48.6576929331,-48.8860223336,0.8869309669
-49.5087000109,-49.5225702768,0.7354042588
-49.2586713703,-49.3208949411,0.772822204
-48.1427998764,-48.4317579684,0.82935931
-49.3027180916,-49.3601004244,0.7181543785
-49.7996272462,-49.7417454181,0.9296539151
-49.7231043425,-49.6881879471,0.8131551579
-49.3688160784,-49.4048268895,0.8415056161
-49.3610146356,-49.4002655277,0.7593036902
-49.1983071746,-49.2763039532,0.7620336988
-49.3957085524,-49.4105954829,0.9187509093
-49.7656615708,-49.7143760995,0.9560245315
-48.7484433618,-48.824810877,0.7913536923
-48.8600562489,-48.9934252228,0.7908006493
-49.3655821999,-49.4241326016,0.8159223037
-49.2607655055,-49.2406368357,0.6800301905
-48.177349,-48.560884,0.92322
-47.757695,-48.231995,1.007379
-47.671666,-48.574088,0.876021
-47.634998,-48.118621,0.998939
-49.323429,-49.53965,1.00853
-47.631143,-48.033428,0.680211
-47.781365,-48.420602,1.125388
-47.880223,-48.354849,1.007276
-47.457366,-47.982041,0.643295
-48.898874,-49.213246,0.888859
-49.174674,-49.419411,0.817248
-49.565801,-49.836337,1.181103
-49.003319,-49.294597,0.865702
-48.562669,-48.955142,0.991658
-48.975779,-49.273381,0.873574
-48.713141,-49.042369,1.243751
-47.986586,-48.248101,0.954528
-47.971761,-48.468423,0.731547
-49.835635,-48.594924,0.699379
-48.498312,-48.863974,1.074914
-49.085941,-49.358244,0.842085
